DOEID,REGIONC,DIVISION,REPORTABLE_DOMAIN,HDD65,CDD65,TOTSQFT,Y1_BTUEL,DOLLAREL,Y2_BTUNG,DOLLARNG,HDD50,CDD80,WSF,OA_LAT
2,4,10,26,2662,199,3136,17565,475,85895,818,62,26,.61,0
3,1,1,1,6233,505,528,7568,588,51148,739,2346,49,.48,3
4,2,3,7,6034,672,2023,34171,952,42230,446,2746,0,.55,4
5,1,1,1,5388,702,1912,9789,705,50020,853,2251,0,.61,4
6,2,4,10,8866,270,3485,21792,1050,92558,856,5219,3,.58,0
7,1,2,3,5213,749,2654,40333,2444,110393,1860,2133,25,.51,4
9,1,2,5,4826,1027,1635,31152,1240,21525,391,2367,35,.47,5
10,2,4,12,4687,1205,2390,25501,655,43665,733,2024,67,.47,6
11,4,10,26,830,1405,731,9383,373,37413,388,19,19,.39,1
12,1,2,4,4732,1034,2185,40285,2154,101988,1512,1886,40,.53,5
15,4,8,23,5789,1122,411,13754,342,39258,342,2572,85,.6,0
16,3,5,14,4801,946,4740,44424,1327,57708,785,2109,0,.46,4
18,1,2,3,4860,845,592,8452,425,71853,1049,1845,11,.6,5
19,4,8,22,6692,279,1107,23464,679,75953,614,3137,1,.59,0
20,2,4,10,8059,471,3863,42640,1429,81283,765,4368,20,.51,1
21,4,10,26,1135,1578,3168,41626,2234,81898,851,0,137,.39,0
22,2,3,7,6225,673,1584,31346,1090,68675,782,3112,60,.56,3
24,3,5,17,454,3748,3834,15057,551,24498,523,1,326,.37,24
25,2,3,9,8510,238,4455,64968,2385,125153,1259,4841,0,.57,1
26,1,1,2,6486,550,995,10663,549,142270,2060,3227,0,.56,3
28,4,10,26,871,1364,1090,7404,50,32595,272,28,60,.39,0
34,1,1,1,5563,655,2013,10993,768,42435,766,2254,9,.59,3
38,2,4,12,5456,872,3120,25368,922,92660,1045,2186,57,.53,5
41,2,4,11,7164,461,1800,34608,903,52993,622,3479,0,.68,1
42,4,10,26,2527,1833,2119,51927,2738,55863,585,362,112,.45,0
43,3,5,15,3071,1645,2831,43107,1165,52993,757,828,52,.39,7
44,4,8,22,5989,466,527,16439,555,40180,413,2656,27,.6,0
45,2,3,9,7458,388,3744,28760,1096,103935,1111,3800,27,.58,2
46,4,10,26,1228,1250,1131,9690,367,39258,412,3,19,.37,3
47,3,5,14,4537,904,834,14907,345,37823,544,1961,20,.41,5
49,3,5,15,3158,1685,1820,49532,1663,80463,1581,785,28,.46,8
50,1,2,3,4740,1035,1188,5575,280,3588,52,1935,58,.59,5
51,2,4,11,4660,1352,846,5364,249,33620,472,2026,78,.66,2
53,1,2,3,4755,877,806,12573,900,410,142,1914,0,.62,5
55,4,9,25,2750,2069,1372,24399,943,46945,446,468,283,.48,1
56,3,7,21,2409,2322,3841,68510,2565,46330,438,557,294,.53,7
57,3,7,21,2472,2264,2800,50047,2046,28290,303,559,297,.52,7
59,2,3,7,5734,698,2304,15245,560,52480,789,2724,40,.59,2
60,1,1,1,6233,514,2116,145648,8112,2563,36,3029,0,.49,3
64,4,8,23,5829,905,1518,11277,297,79950,652,2682,6,.57,0
65,4,10,26,1131,1203,1155,29111,1541,50635,466,0,45,.39,3
67,4,10,26,2824,115,693,14948,588,10250,102,125,0,.54,1
68,2,4,10,9328,357,1069,10475,374,24293,200,5510,7,.7,0
69,4,9,24,1077,3731,947,32066,1196,22755,392,18,1046,.44,0
70,3,7,20,3407,1772,1200,55227,1612,70213,1060,1052,119,.46,11
72,1,2,3,4589,930,517,14433,726,6355,92,1896,2,.62,4
73,3,7,20,2803,1929,2092,33192,1210,46535,726,831,180,.41,11
74,1,2,3,4796,865,452,7022,669,78310,1142,1882,19,.6,4
75,3,5,15,3131,1674,4620,92353,2928,46023,490,853,19,.46,7
76,2,3,7,6185,665,3604,38303,995,123205,1392,2797,8,.54,2
78,1,1,2,5928,630,694,10997,537,129663,1878,2705,48,.55,3
79,2,3,8,5852,657,2626,23345,472,105883,1096,2900,33,.53,2
80,1,2,3,6576,441,375,9311,468,56375,823,2590,34,.5,3
81,3,5,17,125,4865,680,11270,458,8815,173,0,635,.42,31
82,1,1,2,5688,582,1125,25167,1342,8098,118,2405,26,.65,2
83,2,3,6,5511,791,100,5203,172,65190,570,2594,5,.55,3
85,3,6,18,3829,1423,800,25617,755,52890,610,1401,12,.44,7
86,4,10,27,49,4209,1546,14051,954,17938,530,0,219,.42,27
88,4,10,26,2658,1780,4992,91701,6493,91123,1067,341,94,.45,0
89,3,7,21,2268,2532,3483,63559,2307,60065,704,637,434,.53,8
90,2,3,7,6499,382,3074,27139,733,128330,1305,3168,0,.57,3
91,3,7,21,2267,2534,999,22953,803,33723,368,484,572,.51,7
93,1,2,5,4287,1324,1864,25191,1213,70418,1323,1669,45,.52,5
96,2,4,12,4194,1528,2880,18606,502,115825,1442,1694,81,.44,5
97,4,8,23,7878,323,4430,55411,1525,193418,1452,3621,5,.73,0
98,1,2,3,4706,893,1952,22959,1155,128535,2040,1844,0,.62,4
99,3,6,19,3861,1439,540,35328,1292,48278,572,1422,57,.45,11
100,4,10,26,1211,910,1692,16538,837,17118,182,0,39,.4,0
103,2,4,12,4824,1153,4051,32960,807,73288,981,1963,46,.44,5
104,1,2,4,4885,787,2023,14153,724,168203,2477,2019,12,.48,6
106,4,10,26,1108,1226,800,9454,392,28700,297,17,71,.36,1
107,1,2,3,6939,281,2646,22925,862,64678,869,3218,0,.55,1
108,3,6,19,3353,1621,2520,27473,866,78003,911,992,60,.39,10
110,2,4,10,8621,318,727,13883,512,78208,687,4823,0,.57,2
111,4,10,26,2796,130,330,10796,414,6253,57,80,0,.54,0
112,1,2,3,4832,853,313,4241,456,3588,52,1849,34,.61,4
113,2,3,8,6941,390,3438,76750,2780,60065,699,3370,28,.56,2
114,4,10,27,5132,322,2892,23376,468,80565,1093,1493,3,.57,0
115,3,5,15,3704,1250,6360,54350,1697,60885,955,1132,15,.39,7
116,1,2,3,6496,388,5378,35666,1915,117670,1717,2953,0,.56,3
117,1,2,3,4799,894,1581,18432,1393,117978,1902,1824,28,.57,5
118,2,4,10,6997,512,2190,42343,984,119413,1021,3921,21,.61,3
120,1,1,1,5552,685,1701,19738,1399,40180,745,2267,35,.58,3
122,1,2,3,6403,511,1186,22342,1176,234418,2748,3103,1,.55,1
123,1,1,2,5507,630,1286,20414,1059,101168,1453,2434,46,.66,4
124,4,10,26,3566,896,815,26501,1145,26240,241,173,13,.53,0
127,1,1,2,6008,575,619,13682,654,78618,1139,2761,0,.51,3
128,4,8,22,5284,751,729,6077,271,16708,256,2278,0,.57,0
130,4,10,26,3026,597,1710,10744,316,41718,384,424,6,.56,0
131,3,6,19,3873,1243,3667,62139,1698,53813,796,1284,15,.43,8
132,1,1,2,6045,601,1009,15357,750,61808,895,2942,7,.55,3
134,4,10,26,789,1950,827,30490,1558,8815,81,5,105,.35,0
137,3,5,15,3679,1293,5987,24014,531,34338,342,790,55,.39,6
139,4,8,22,5413,775,741,12481,402,82513,854,2284,8,.59,0
142,1,2,5,4314,1314,2395,20049,682,92968,1321,1793,38,.48,6
143,4,9,24,1022,3872,890,39508,1583,24293,418,58,1030,.43,2
145,2,4,10,7491,555,2944,43189,1197,84255,701,4296,13,.68,1
147,3,7,21,1322,3018,1828,37286,1353,28290,443,142,421,.52,22
148,1,2,3,6571,442,667,14160,712,65088,950,2520,0,.5,4
149,3,7,21,2545,2379,2280,98255,3127,42128,530,716,438,.52,7
150,1,2,4,4864,793,1200,15856,758,78618,1111,2044,41,.51,5
152,4,10,26,2408,705,1053,19274,510,33620,290,177,0,.55,1
153,3,5,16,3377,1723,4998,46263,1355,45203,616,1350,31,.41,6
154,3,7,21,2522,2419,1744,49808,1808,13940,227,669,438,.54,6
155,3,5,16,3609,1817,4488,50986,1634,84256,1000,1238,147,.43,6
156,2,4,11,4782,1330,2271,24188,823,95838,1054,2526,26,.52,5
157,1,2,4,5447,746,1929,13570,649,118388,1740,2312,14,.49,3
158,3,6,18,1605,2685,3600,65016,2259,19475,497,253,245,.42,18
159,3,5,13,4350,1167,414,6107,294,72570,1078,1829,0,.41,5
161,2,3,8,5744,684,875,29005,580,63550,694,2854,52,.54,2
162,3,5,14,4628,1164,912,32858,1440,21115,270,1829,17,.51,6
163,3,7,20,3224,1868,2081,39173,1161,45100,740,1090,84,.47,11
164,1,2,4,4848,848,638,26791,1281,28700,406,1879,0,.62,4
165,2,4,10,5726,785,3356,17606,524,39463,385,3308,0,.56,3
167,3,5,14,5037,894,2471,36856,960,53710,853,2313,16,.45,4
168,2,4,10,5965,702,2588,11553,526,137760,1359,2818,29,.54,4
170,1,1,1,6098,608,1177,26511,1582,12403,179,2359,0,.48,3
172,4,10,27,6070,714,1945,44905,934,67958,931,2663,19,.62,0
173,1,2,3,7176,254,2697,11123,516,94403,1272,3525,0,.5,1
175,1,2,3,4704,894,313,11727,590,58015,847,1857,0,.58,5
177,3,7,21,840,4617,1092,38375,1689,54838,680,61,1406,.47,14
179,2,4,12,4183,1532,3384,24089,609,86510,1124,1748,80,.45,5
180,1,1,2,6498,547,2592,34652,1586,95223,1312,3084,6,.54,4
181,4,8,22,5705,506,912,19721,639,87228,749,2222,2,.61,0
182,2,3,7,6278,464,2775,36867,1296,96965,1208,2828,0,.61,2
186,2,3,6,6267,627,2131,16207,625,130483,930,3156,8,.6,2
187,4,8,23,7442,307,1632,17753,463,59040,539,3785,0,.7,0
188,4,10,26,1228,1857,1966,64637,2758,92353,960,55,133,.42,0
191,2,3,7,6690,473,5850,7380,285,148830,1675,3208,0,.62,1
193,4,9,24,1073,4290,2442,44789,1820,16195,388,61,1347,.47,1
195,4,10,26,2302,1512,1335,23864,657,30853,323,242,76,.5,0
196,2,4,11,6295,882,1560,18537,548,64063,707,3113,22,.58,2
197,3,5,14,4110,1683,344,15699,630,61603,836,1592,59,.51,6
199,3,7,21,2332,2392,1176,38201,983,33928,480,543,314,.45,9
200,1,2,3,4774,998,1424,6684,601,164410,2538,1761,67,.57,5
201,3,6,18,3944,1378,7200,37873,1126,107523,1133,1392,5,.43,9
202,4,8,22,6499,374,4182,27552,605,130790,1018,2947,12,.59,0
204,4,8,22,6064,436,960,11324,377,43358,437,2385,0,.59,0
207,4,9,24,3073,2286,2118,46567,1547,24498,409,825,327,.6,0
209,4,8,23,7550,285,3474,21335,565,93275,766,3646,0,.73,0
211,1,2,4,5203,831,3521,70772,3765,44588,754,2152,27,.48,6
212,1,2,3,4730,1013,1680,11106,535,222630,3356,1795,46,.59,5
213,4,8,22,6540,185,2496,59730,1750,36900,373,2643,0,.77,0
214,2,4,10,7787,497,3480,60805,1622,76773,632,4175,19,.68,1
215,4,10,26,2368,580,1566,19128,680,21013,205,162,0,.48,1
216,1,1,2,7255,325,2636,40340,2338,114390,1944,3758,17,.5,2
218,4,10,26,2627,650,806,6746,233,22243,219,187,0,.46,0
220,4,10,26,2670,1729,642,23004,579,2563,23,377,127,.46,0
221,2,4,12,4868,1042,4169,52893,1186,63038,963,2106,18,.49,5
222,2,3,9,8128,253,3578,47680,1797,167690,1609,4286,25,.58,1
223,4,10,26,1285,1193,3270,16333,675,24805,262,11,0,.38,1
226,2,4,10,7060,409,2320,35202,1322,133045,1023,3784,0,.56,2
229,1,2,3,4678,1051,1620,43448,2914,118900,1829,1915,0,.54,5
230,4,10,26,1142,1941,1710,38986,2068,64268,601,69,74,.45,0
232,3,7,21,1372,3646,1944,61546,2379,61295,669,227,877,.45,8
233,4,10,26,1143,1939,4601,31387,1401,52480,491,71,141,.46,0
234,1,2,3,4519,1081,1029,13802,979,3588,52,1754,36,.58,4
235,2,4,10,7630,633,1920,8533,343,65805,593,4458,0,.58,1
242,2,4,12,5069,1090,1656,35256,964,76875,945,2221,26,.6,6
243,1,1,2,6444,421,4352,53347,2921,110803,1541,2820,1,.51,3
244,2,4,12,5081,1087,3179,47154,1151,87945,928,2306,34,.6,6
247,1,1,2,7000,338,983,13546,667,57605,835,3145,0,.55,4
249,2,3,6,6669,533,2736,25757,964,122078,936,3140,0,.58,3
250,2,4,10,7379,681,1976,19155,673,73288,647,4360,8,.58,0
251,2,4,12,4656,1369,2226,50034,1212,91533,1007,2314,42,.52,5
252,2,3,7,6024,674,1896,33775,920,56888,710,2700,0,.54,3
253,1,2,5,4390,1288,1708,39023,863,124025,1763,1827,51,.54,5
254,1,2,3,5334,610,3352,7278,236,17220,423,2160,0,.57,6
255,4,10,26,2384,405,810,7585,274,21013,232,122,17,.46,0
257,4,10,26,1347,1317,517,9659,385,7278,102,47,105,.39,0
259,2,4,11,4824,1300,861,25426,710,58938,706,1956,75,.66,2
260,4,8,22,6755,265,1080,30991,908,75953,652,3146,0,.57,0
261,1,2,3,6826,385,358,8800,443,71443,1042,2690,21,.5,3
262,3,7,21,1290,3227,3642,107935,3917,49098,635,103,460,.41,18
263,4,10,26,1387,1277,932,14416,564,9123,125,49,97,.39,0
264,1,1,1,5552,684,2058,35485,2402,105063,1511,2298,8,.58,4
265,1,1,2,6858,346,700,17227,841,6253,90,3355,0,.49,2
267,4,9,25,4362,1387,2521,14539,443,41103,407,1469,137,.53,1
268,1,2,3,4751,879,956,19858,664,19885,527,1926,19,.6,4
269,1,2,3,4734,884,894,21772,1095,60065,876,1923,13,.6,6
271,3,7,21,1291,3398,2346,26214,1214,39463,549,200,460,.36,15
272,2,4,10,7885,504,3870,41173,1379,141143,1221,4487,30,.62,0
273,3,5,14,4983,865,720,46857,993,78003,1106,2063,16,.43,4
275,4,10,26,1738,1449,1318,16961,608,26035,258,84,19,.39,0
276,4,10,26,2595,226,1321,11928,404,41718,443,282,34,.53,0
278,4,9,24,1028,4226,2030,84819,2895,23063,487,17,1724,.43,0
279,2,3,8,7006,299,840,26808,808,113058,1176,3411,0,.59,1
280,4,10,26,1504,866,1312,6404,250,34133,354,19,1,.43,0
281,1,2,3,4802,1015,830,26235,1663,3588,316,1910,49,.58,4
282,2,3,9,6872,365,3912,55128,1994,145550,1457,3489,0,.62,1
285,4,10,26,1060,806,1116,17343,720,40180,427,0,62,.39,1
286,1,2,5,4572,1214,2394,15119,719,136018,1714,1815,10,.55,6
287,3,7,21,1956,2814,2204,55216,2004,57605,656,338,568,.45,6
292,1,2,3,5396,645,3000,21421,1354,91635,783,2176,0,.53,4
293,4,10,26,2433,994,2772,18872,728,36900,364,248,29,.53,0
295,2,3,7,6452,527,3240,38099,1092,91225,1137,2973,31,.63,2
297,4,10,26,1430,509,803,6630,274,31570,334,41,0,.38,2
298,4,10,26,1217,1870,2205,47703,1931,79438,800,41,156,.37,0
299,1,2,3,4758,907,2106,19046,1415,25318,369,1851,19,.58,5
301,2,4,10,7913,438,3643,45380,1441,179478,1523,4409,0,.55,0
302,4,10,26,1460,901,1109,12003,455,14863,165,0,13,.38,5
303,3,5,15,3056,1654,3080,47683,1260,76875,837,825,54,.4,8
304,2,4,11,4561,1489,2847,24529,683,31263,420,1901,144,.62,4
305,3,7,21,2256,2569,800,25631,930,51045,630,593,504,.51,7
306,1,2,3,6644,354,2596,23113,1253,176813,2579,2953,13,.56,3
307,4,10,26,1132,1581,1707,24580,801,38335,301,29,132,.42,0
309,4,9,24,1010,4276,5416,117598,3986,51558,882,26,1689,.44,0
310,3,5,14,4092,1531,1609,21359,1045,51660,698,1515,25,.51,5
311,1,2,4,5792,644,4694,30346,1671,159593,2332,2441,1,.55,3
313,2,3,7,6397,525,2676,51719,1323,81590,927,3084,1,.53,2
314,3,7,21,2323,2485,3956,56025,2605,60783,752,571,387,.53,7
318,2,3,8,6763,380,2016,33796,1231,110290,1136,3330,8,.55,2
319,3,7,21,2060,2819,1866,29418,1361,41103,559,480,633,.53,6
321,4,10,26,829,1752,1136,25648,1045,64575,596,43,96,.44,1
322,1,1,2,6894,377,2854,23983,1188,105883,1409,3024,23,.5,3
323,4,10,26,1534,1914,2208,32165,1564,31570,309,129,111,.42,0
325,3,7,21,1283,3416,1639,45960,1668,28393,348,130,692,.41,15
326,3,6,19,4290,1207,1026,13877,379,33210,394,1458,0,.44,8
327,4,10,26,786,1953,3550,66851,2888,60065,443,7,67,.34,1
329,2,4,10,6003,715,1216,33485,934,70930,596,2936,57,.55,3
330,3,7,20,1120,3357,409,60150,1852,9738,125,95,621,.35,19
332,2,4,12,4245,1510,2030,23123,576,51968,781,1695,82,.44,6
333,1,2,3,4839,1000,478,6438,516,9738,143,1971,18,.56,5
339,4,10,26,1725,1460,1908,11045,440,26240,291,148,65,.37,0
341,2,4,10,8325,145,1071,10332,376,61398,541,4223,10,.69,0
342,4,10,26,1164,1170,666,6292,215,17528,190,38,26,.38,2
344,2,3,6,6059,738,1259,19622,716,75543,603,2930,12,.57,3
345,3,5,14,4956,753,4357,46229,2194,258710,2966,2062,24,.52,4
346,4,10,26,2321,610,1809,20728,718,50123,514,203,0,.48,0
347,4,10,27,5032,267,1732,39368,958,29623,392,1471,52,.55,0
351,4,9,25,1895,3778,667,8977,399,20705,308,307,1201,.54,0
353,2,3,6,5984,757,1800,27446,1052,128843,1576,2864,14,.56,3
354,2,4,10,7173,454,3220,38457,1426,75645,799,4018,5,.56,3
355,2,3,7,6318,583,1896,23894,933,89278,1398,3061,45,.54,3
358,2,3,7,4415,1262,2557,83809,2306,46125,487,1760,23,.45,8
359,1,2,3,4852,878,1728,20946,1054,85895,1447,1866,1,.57,5
360,1,2,4,4942,820,2277,27453,1465,198645,2849,2012,13,.52,3
361,2,3,6,5369,871,1536,28094,1011,56273,689,2212,14,.42,6
363,1,1,2,5839,617,1232,12212,350,37310,541,2800,5,.53,2
365,2,4,12,4714,1148,3573,70939,1883,86715,1136,1994,35,.56,6
366,4,10,26,866,1764,1440,16862,634,34645,318,0,123,.42,1
367,4,10,27,5070,255,1570,45902,1203,2563,36,1421,3,.55,1
369,4,10,26,916,3313,6240,174159,6802,54325,499,18,1821,.45,0
371,4,10,26,1342,2008,2200,31943,1411,79028,701,83,126,.44,0
375,2,4,10,7504,669,3488,47188,1607,126793,1119,4204,0,.63,0
378,2,3,9,8121,329,1920,48593,1700,87433,959,4279,37,.59,1
380,3,7,21,1529,3333,1830,65439,1758,35875,404,186,725,.44,9
382,2,4,11,5194,1064,836,20336,759,39053,513,2369,39,.58,6
383,1,1,1,6482,436,1655,18268,1153,1127,185,3052,0,.51,3
384,4,10,26,2856,97,3369,16972,695,55657,615,77,14,.54,0
385,2,4,12,4945,1019,3335,14365,427,87843,1081,2079,42,.53,5
386,4,10,27,6098,719,1231,32690,643,78515,1044,2624,25,.58,0
388,4,10,26,875,1360,3008,14491,577,50430,407,0,46,.39,1
390,2,4,10,7065,626,1302,19981,588,120540,1058,4064,2,.58,0
392,3,5,15,3020,1734,2412,41974,1345,27163,264,872,35,.46,8
393,2,3,8,6274,544,1956,28224,1070,89380,983,2922,0,.56,2
395,1,2,4,5333,895,1204,20076,1074,62730,944,2004,39,.49,5
396,4,10,26,1188,1238,3024,20885,905,63653,338,0,11,.33,1
397,3,7,21,2366,2428,3221,84891,3263,41103,530,617,406,.51,7
403,2,3,7,5835,752,1820,28207,764,82308,849,2783,16,.54,3
409,3,5,15,3665,1266,5639,27798,995,53505,690,1103,35,.39,6
410,2,4,11,4699,1339,1936,32834,990,100143,1084,1944,116,.66,1
411,1,2,4,5007,798,5906,23819,1206,135710,1985,2115,23,.52,6
413,4,9,25,1877,3814,1956,15303,634,42743,544,213,1525,.53,0
416,4,10,26,1231,1247,1833,23751,1092,60270,672,28,34,.38,1
417,4,10,26,2430,1956,1394,23458,661,27573,215,290,184,.41,0
420,2,3,8,6834,413,1912,35792,1363,246820,2586,3518,0,.6,2
422,2,3,8,6093,591,1275,27412,1036,88765,965,3011,0,.59,2
423,3,5,17,553,3708,2604,55708,2258,34645,726,28,415,.38,21
424,2,4,11,6823,534,1242,13252,414,74210,818,3553,0,.65,2
426,2,3,7,6281,592,1716,9294,365,80463,1090,2991,0,.54,2
427,3,6,18,1797,2687,1359,33769,1300,26342,526,255,294,.37,17
428,1,1,1,5529,629,2400,21987,811,97478,1623,2367,47,.57,3
429,2,4,12,5253,973,1260,29026,701,40795,684,2443,37,.54,5
430,3,5,15,3731,1271,925,37170,793,60988,956,803,61,.37,7
431,2,4,10,8764,293,4218,21444,802,61910,572,5004,0,.56,1
433,2,4,11,5249,1058,586,19998,559,44690,484,2388,21,.56,2
434,4,10,26,2829,1248,1681,22420,563,41615,351,258,36,.55,0
435,2,3,7,6107,684,1080,88204,2189,38643,665,2858,5,.52,3
439,4,9,24,1309,3481,2542,39218,1234,25113,494,142,778,.47,0
442,4,10,26,1050,1094,4230,117533,5180,3280,30,22,132,.38,0
443,1,2,4,5175,806,2316,26402,1415,88150,1321,2043,32,.5,5
444,1,2,3,4903,862,1920,24017,1208,130380,2063,1803,23,.57,5
445,2,3,8,6395,524,495,8782,357,71648,788,2939,13,.6,2
446,1,1,2,5520,763,2392,19022,905,147600,2409,2470,46,.53,4
448,2,3,6,5840,705,3322,18725,764,102603,1161,2619,21,.56,3
449,2,3,6,6159,737,3304,85365,2820,187473,1329,3098,6,.57,3
451,2,3,6,7047,396,1164,12884,519,62423,525,3695,0,.59,2
452,4,10,26,2249,2409,1748,26897,687,47355,411,259,394,.46,0
453,4,10,26,1119,1215,6336,24955,1196,64883,611,37,0,.39,3
454,3,7,21,1796,3030,2288,28831,1025,21833,238,339,549,.45,6
456,3,7,21,542,4032,1970,94321,4417,38540,421,66,774,.53,21
457,4,10,26,1106,665,2365,7455,283,15273,164,12,63,.38,1
458,2,4,10,7783,439,1230,13624,390,67548,708,4274,0,.53,2
461,1,2,3,6627,370,3100,31425,860,121360,1508,3127,0,.57,2
463,3,6,19,3392,1783,2028,44104,1168,47970,580,1130,110,.45,11
464,1,2,3,6963,402,1508,24191,1127,83128,1374,3354,8,.49,2
465,4,10,26,2906,1312,916,22007,732,31263,283,419,72,.49,0
467,4,10,26,1151,1183,1840,28135,1539,66010,658,0,38,.38,2
471,3,5,14,4161,1663,2057,14092,570,47355,707,1556,88,.53,7
472,4,10,26,1521,2078,2701,36706,1898,39360,370,72,170,.42,1
473,1,2,5,6377,389,1482,30493,1037,7995,114,2924,0,.52,2
474,1,1,2,6860,346,826,15173,766,83640,1072,3412,0,.48,4
475,3,5,15,2975,1698,4800,46628,1249,72058,804,813,24,.39,7
477,3,5,15,3296,1675,7638,37525,1003,84973,1232,797,82,.39,6
478,3,6,18,3191,1863,1221,26689,803,69393,928,1034,73,.45,11
480,1,1,2,6495,445,3449,26774,1258,110393,1612,2907,17,.48,3
482,1,2,3,6857,299,1753,16794,585,71033,1037,3230,0,.58,2
484,4,8,22,6345,410,1684,30561,666,73493,614,2520,0,.59,0
485,4,10,26,1615,457,4860,20984,765,45613,378,41,17,.45,0
486,1,1,1,6089,610,1404,14617,936,68573,991,2364,8,.48,3
488,4,10,26,873,1362,608,4030,0,12095,132,11,55,.37,0
489,2,3,7,6460,526,634,7878,309,95325,1019,3141,17,.61,2
490,4,10,26,895,1340,272,7018,303,6253,57,1,46,.39,1
491,1,1,2,5984,581,2968,39675,2177,77285,1232,2822,13,.71,3
492,2,4,12,4942,980,840,29152,703,33108,537,2119,18,.47,6
493,3,5,17,1916,2315,2656,67257,2342,25728,450,366,82,.43,19
496,2,3,7,5215,811,1920,40999,1205,58528,577,2325,43,.46,6
498,1,2,3,4804,1014,968,15269,768,3588,52,1889,41,.57,4
499,2,4,12,5412,927,4729,49686,1053,122180,1643,2351,0,.55,5
500,2,4,12,4998,988,3360,94171,1686,820,220,2060,0,.46,6
502,2,4,10,7526,490,3320,24788,622,61295,673,4170,18,.58,1
503,2,3,9,7507,388,2924,10042,403,71648,785,3893,4,.68,2
504,1,2,3,6492,401,1440,10707,570,83743,1161,3201,6,.66,1
505,4,10,26,1289,559,776,12310,335,23985,200,6,3,.37,2
506,4,10,26,1593,1845,1293,12525,381,27470,226,123,149,.44,0
507,2,3,8,6321,536,1738,31537,1197,124948,1341,3209,0,.59,2
508,4,10,26,886,1349,1326,16371,466,42333,313,33,21,.39,2
512,4,10,26,785,1729,592,12601,458,30443,280,22,29,.34,1
513,1,2,3,4726,1036,2550,25133,1763,90200,1316,1870,51,.53,4
514,3,5,15,3135,1671,1792,63494,2100,71135,842,882,64,.45,7
515,3,6,18,1574,2737,432,12119,590,23268,560,253,296,.43,18
518,1,2,3,4865,874,845,7548,664,53300,778,1810,33,.56,5
519,2,3,9,9115,162,1247,17978,716,22653,294,4703,0,.56,0
521,3,5,13,4267,1196,2436,39750,1335,59860,876,1829,0,.41,5
522,4,8,23,5980,733,5100,56895,1698,77695,678,2729,17,.57,1
525,3,7,21,505,4132,2050,49781,2349,21935,284,45,755,.53,21
526,1,1,1,6174,480,881,11857,569,62525,1041,2784,0,.52,3
529,1,1,2,6027,626,2700,28978,1375,109060,1449,3098,25,.47,3
530,2,3,9,7237,288,3189,20431,805,107625,1132,3384,0,.59,2
532,4,8,23,5922,1093,1290,15108,394,56580,494,2569,77,.6,0
533,4,10,26,2241,1554,3020,31527,970,67138,724,243,79,.52,0
534,2,4,10,7566,482,2176,28313,698,69598,758,4277,0,.53,2
539,4,8,22,6594,301,1064,28398,617,23063,300,3129,0,.58,1
541,1,1,1,6949,454,505,9878,474,44895,671,3073,29,.48,3
542,4,10,27,4797,363,2581,46830,1359,138785,1874,1455,50,.55,0
543,2,4,12,4735,1137,5392,47417,1490,117260,1560,2008,4,.54,4
544,3,5,16,3569,1536,2126,36225,937,3178,46,1128,9,.43,8
545,4,10,27,10340,0,1184,39453,1835,132533,1362,5472,0,.66,0
546,1,2,4,4578,960,490,11765,637,42333,730,1774,13,.51,5
547,2,3,7,5142,832,3720,16979,532,46945,704,1779,25,.46,6
551,2,3,6,6374,638,6581,36259,1305,132635,1109,3155,17,.55,4
552,1,1,2,6027,570,785,6862,335,3588,52,2730,0,.52,2
553,2,4,11,5380,1010,2812,26917,800,62115,731,2242,33,.55,5
554,3,5,16,3044,1740,660,48560,1529,33928,471,876,28,.44,10
557,3,5,15,3242,1614,2496,34301,1190,69495,915,848,38,.48,8
558,3,7,21,3551,1653,2112,37952,965,61603,703,1202,189,.67,0
559,1,1,2,6828,363,691,14641,552,93480,1018,3285,6,.56,3
561,4,10,26,1307,2055,818,30670,1020,32698,271,91,125,.44,0
563,4,8,23,8017,520,1459,49842,1115,49713,550,3542,38,.6,0
564,3,7,21,2617,2177,1820,15279,559,44280,493,423,276,.48,1
566,1,2,3,4593,1057,1029,11628,997,180195,2711,1804,0,.57,5
569,2,4,11,6930,511,1860,62153,1180,43050,541,3536,0,.68,0
570,4,10,26,1099,1373,2769,28030,1526,48073,543,162,33,.41,0
571,1,2,3,4746,911,4328,30585,1883,160720,2466,1908,35,.58,6
572,2,3,6,6376,575,3225,24085,916,128740,962,3287,0,.59,4
574,3,5,17,530,3819,2068,57683,2272,19783,473,26,485,.38,20
578,3,5,17,510,3849,1410,48665,1916,3588,208,44,494,.36,21
579,2,4,10,8680,307,3056,31353,1072,70930,634,5008,0,.57,1
580,3,6,18,3769,1758,2320,58014,1911,40795,516,1419,74,.45,9
583,4,9,24,1036,4428,1848,44875,1555,15068,368,81,1397,.47,0
584,4,10,27,5065,134,1728,19912,566,36285,523,1361,23,.6,1
585,4,10,26,1665,2082,1272,12577,448,26240,266,96,202,.42,0
587,2,4,10,6764,562,2812,39804,965,106498,900,3637,14,.57,4
588,1,2,3,4629,1046,548,21062,1059,5023,74,1843,30,.56,5
589,4,8,22,5698,707,1517,16163,529,116338,931,2353,0,.61,0
590,2,4,10,8684,419,3285,39074,1344,142680,1178,4828,5,.58,1
594,2,4,10,7648,641,1200,34263,1065,78003,692,4194,0,.62,1
595,4,10,27,9981,50,1800,36188,1677,124435,1285,5654,17,.66,0
