DOEID,REGIONC,DIVISION,REPORTABLE_DOMAIN,HDD65,CDD65,TOTSQFT,Y1_BTUEL,DOLLAREL,Y2_BTUNG,DOLLARNG,HDD50,CDD80,WSF,OA_LAT
8654,4,10,26,2195,1585,1245,25290,759,54223,661,253,86,.51,1
8655,4,10,26,1065,801,886,11870,513,17733,188,20,75,.41,1
8656,2,3,6,5921,724,564,25191,854,10763,295,2817,5,.55,4
8657,3,7,21,1520,3431,1029,32933,883,10660,116,201,748,.45,9
8659,1,1,2,6199,478,1692,29664,1845,4818,202,2881,0,.56,3
8660,3,7,21,2449,2491,1166,23420,850,39155,508,599,525,.51,7
8661,4,10,26,2257,1543,2153,51432,2222,70110,843,214,94,.52,0
8662,1,1,1,6529,475,4048,28773,1397,10148,151,3440,18,.54,3
8665,4,10,26,1219,902,1392,6084,231,16810,184,0,67,.39,0
8667,4,10,26,1117,1355,2315,15102,577,28495,301,0,39,.39,1
8671,3,7,20,1720,2667,1344,31291,993,42025,538,261,254,.37,16
8672,2,3,8,6577,427,1850,20912,750,84050,912,3205,0,.55,2
8676,1,2,3,4904,982,900,20673,1528,12198,178,1898,58,.56,5
8677,1,1,2,6145,541,1308,26300,1052,138683,1612,2645,0,.66,3
8679,2,3,6,6001,753,1750,39037,1326,226935,1475,2952,0,.56,3
8680,4,10,27,4983,282,2332,37996,990,28700,387,1489,27,.56,0
8681,4,10,26,1189,1503,3648,27920,1534,14760,155,19,155,.39,0
8682,1,2,3,4640,1066,803,18964,1392,26855,391,1794,38,.58,4
8683,3,5,14,4753,1089,1331,10973,582,18758,348,1877,27,.5,7
8684,2,3,6,5002,1119,1880,70123,2111,2563,22,2263,18,.43,6
8685,3,7,20,3814,1324,835,6995,259,53403,697,1622,70,.46,6
8687,3,5,15,3292,1335,831,26893,894,3690,45,796,63,.39,7
8689,2,3,6,6665,537,2241,10598,465,88560,796,3226,32,.58,3
8691,4,10,26,953,1962,1632,42380,1703,52378,534,32,156,.39,0
8692,4,10,27,4225,501,2662,70540,2113,173020,2381,937,21,.53,1
8694,4,10,27,10725,0,2838,30251,1472,461353,4466,5952,31,.66,0
8695,3,5,15,2338,2098,2160,41360,1403,10045,198,525,104,.39,11
8696,4,10,26,812,1433,761,12611,470,10045,143,25,21,.33,2
8699,3,7,21,1171,3475,599,39845,1885,9635,106,180,603,.42,16
8703,4,10,26,2028,2442,5512,42971,3247,57913,468,239,392,.44,0
8704,4,10,26,2499,953,815,15344,520,6150,76,275,45,.53,1
8705,3,5,14,5150,694,2985,11232,584,119413,1363,1806,17,.5,3
8706,2,4,12,4985,1115,1600,18650,582,79848,923,2285,43,.6,6
8707,1,2,3,4853,847,1163,8595,722,54940,802,1886,0,.6,5
8708,4,10,26,2844,104,648,12017,362,12915,120,45,39,.54,0
8711,2,4,11,4678,1363,3562,34359,1021,125358,1354,2114,53,.49,5
8712,3,5,17,1352,2782,7343,58935,2190,17220,444,198,189,.38,21
8713,2,3,9,7020,448,2513,49921,1817,33723,423,3758,9,.64,1
8714,2,4,12,5565,918,2016,24399,959,71648,854,2603,0,.6,5
8715,2,4,10,8177,325,2115,44356,1544,71853,634,4898,21,.54,0
8716,3,5,16,3693,1472,1451,20588,708,50738,701,1110,37,.43,8
8718,4,10,27,5691,201,2875,31049,818,117055,1479,1853,34,.56,0
8721,1,2,4,5551,736,4224,55104,2635,111930,1582,2890,0,.56,3
8722,2,3,6,6223,583,3525,36781,1276,66010,630,3155,12,.57,3
8723,2,4,11,4781,1330,2081,62129,1739,100245,1105,2278,38,.52,5
8725,3,5,16,3023,1878,1382,27439,1086,2563,35,898,71,.42,11
8726,4,10,26,876,1564,1564,36972,1453,46843,360,13,74,.34,0
8731,3,5,14,4696,1254,1000,53299,2162,16913,281,1798,16,.5,5
8736,3,5,14,4019,1559,3447,20608,1010,136735,1855,1552,60,.49,5
8738,2,4,12,4474,1438,3854,44052,1002,102500,1182,1790,89,.54,5
8739,4,10,26,825,1410,1176,19650,651,53608,436,17,14,.37,1
8740,4,10,26,1274,1204,4382,20056,923,25830,277,35,27,.39,3
8741,2,3,8,6723,438,828,6964,322,52685,580,3410,6,.59,2
8742,3,5,13,3692,1590,868,7268,354,6355,84,1342,73,.49,7
8744,4,10,27,4992,334,1844,50231,799,2563,36,1354,21,.57,1
8745,3,5,15,2939,1863,905,20199,698,54530,467,751,85,.39,7
8747,4,10,26,2916,2170,870,32308,1396,39155,360,667,239,.57,0
8748,3,7,21,2092,2836,2790,52088,1774,51455,559,383,419,.48,0
8750,3,6,19,3933,1219,9100,73324,2004,138785,1829,1247,19,.41,7
8751,2,3,6,4580,1358,3324,41626,1405,109573,1150,1891,73,.55,5
8752,4,10,26,2990,1269,2714,19936,758,11275,118,432,53,.49,0
8753,1,2,3,5128,986,3120,26678,1871,43153,849,1897,62,.54,5
8754,1,1,1,6799,415,2960,38105,1694,35158,563,3358,0,.55,2
8755,2,3,8,6477,527,356,13024,531,41103,452,3097,5,.6,3
8756,3,6,18,1625,2652,840,28047,876,19270,571,260,309,.42,19
8757,2,4,10,6646,588,2160,26071,661,52070,491,3551,25,.6,3
8758,4,8,22,6076,400,2847,41968,1190,117363,952,2632,0,.59,0
8759,4,8,23,5543,1329,1265,32714,909,52685,461,2661,61,.6,1
8760,2,4,12,4448,1447,1456,42725,1088,74210,1188,1848,87,.53,6
8761,4,10,26,2437,1316,684,5927,145,21013,186,223,10,.53,1
8762,4,8,22,5650,668,2425,29780,898,76055,645,2298,31,.59,0
8767,4,10,26,1291,557,663,12679,361,38848,339,26,12,.37,2
8768,4,10,26,2975,540,1823,11846,414,15375,176,101,8,.45,0
8769,3,5,14,4882,920,3267,15078,654,35055,609,2015,0,.52,5
8772,2,4,12,4905,1016,3186,62829,1367,84870,1061,2038,27,.45,7
8773,1,2,3,5134,723,5540,66288,2340,312523,4560,2617,16,.55,3
8774,2,3,6,4134,1411,4704,22898,848,49815,773,1549,19,.47,9
8775,2,3,9,7153,457,1430,16951,688,121975,1312,3444,0,.66,2
8777,3,7,21,2116,2644,1532,62846,2672,42743,529,497,332,.6,1
8778,2,3,8,6860,407,2088,14685,585,111213,1201,3474,21,.56,1
8780,2,3,7,5200,905,1917,44196,1470,114390,1232,2348,18,.51,3
8781,1,2,3,4796,865,1224,19674,990,18143,265,1878,19,.6,4
8783,3,7,21,2415,2389,3340,100500,3647,125255,1426,585,408,.53,8
8786,2,3,8,6874,405,2670,29589,1123,160515,1644,3395,12,.56,2
8787,4,10,26,2243,1552,870,31015,1340,33415,344,228,88,.51,0
8791,1,1,1,5395,700,1446,36512,2036,41513,743,2254,0,.59,4
8792,2,4,12,4868,1303,1851,36290,975,67445,834,2056,98,.51,5
8793,1,2,4,4728,1032,1476,13958,749,8815,195,2047,70,.51,5
8795,4,10,26,1978,2507,1248,32636,1042,81283,715,207,453,.42,0
8796,1,2,5,5101,907,4690,24420,871,69085,972,2507,1,.54,4
8797,4,10,26,888,1316,1570,21038,835,50328,483,6,63,.34,1
8798,3,6,19,3150,2238,4362,38249,1028,69495,779,1074,112,.46,10
8799,2,3,8,6138,586,2700,109658,2068,63960,720,2920,19,.52,3
8800,3,5,17,1334,2752,1620,90797,3538,29725,534,226,216,.38,17
8801,4,9,24,992,4534,1901,24597,958,15375,336,64,1532,.48,0
8802,1,2,3,6383,462,651,5388,381,45613,666,3035,44,.57,2
8803,2,4,10,5995,923,3178,8615,321,75645,704,3050,54,.59,3
8805,3,7,21,1960,2959,1188,38788,1408,32800,358,485,592,.54,7
8806,1,1,2,5484,637,2080,26528,1288,6150,90,2464,26,.67,4
8811,2,4,10,7374,413,2127,44179,1477,45920,527,3880,33,.56,2
8812,2,3,8,6681,398,2317,32694,1180,103320,1065,3323,15,.56,2
8814,4,10,26,1101,1233,747,9734,364,27983,275,29,27,.37,2
8818,2,3,7,6320,425,4956,56325,1431,80873,765,2974,0,.59,2
8822,3,7,21,2221,2539,1971,64876,2354,72365,832,490,467,.51,5
8824,3,5,13,3505,1565,2800,38948,1334,79745,1063,1040,93,.51,9
8825,3,5,14,4839,933,2496,21823,924,69803,1211,2009,10,.53,4
8826,2,4,12,4947,1080,2600,30902,771,61910,897,2051,31,.48,5
8829,4,10,26,2553,467,3792,16709,590,96453,1051,178,7,.58,0
8830,3,6,19,4237,1100,3008,76872,2061,88663,1222,1414,0,.45,8
8831,2,4,10,8520,349,1440,21090,621,145345,1212,4875,13,.57,1
8832,1,2,3,4698,895,1389,15617,1140,7790,113,1824,15,.62,4
8835,1,1,1,5870,708,1539,20974,1290,96043,1387,2417,40,.47,3
8836,3,5,14,4872,778,2797,29200,1402,93275,1170,1903,0,.51,4
8837,4,8,22,5610,663,1097,19407,627,32288,359,2311,9,.59,0
8838,2,4,12,4798,1131,2792,18606,749,27265,468,2097,53,.46,8
8840,1,2,3,6842,303,2025,14262,573,97990,1245,3256,11,.56,2
8841,2,4,12,5329,906,5459,59461,1819,169125,1601,2179,7,.5,5
8842,2,4,11,5458,894,2730,30585,1016,94915,1028,2352,40,.51,6
8844,2,4,10,6811,692,2356,19165,675,148420,1276,3675,0,.51,1
8845,1,2,3,6838,326,2286,25266,1175,83025,1193,3274,0,.51,1
8846,4,10,26,1287,561,674,5551,224,33415,362,18,0,.39,1
8853,3,7,21,2424,2380,2568,38416,1394,45818,574,575,382,.54,7
8855,1,1,1,5457,709,2730,55916,3709,29520,623,2305,8,.59,4
8856,1,2,3,4699,895,1705,21189,1488,90610,1323,1909,13,.6,5
8857,2,3,9,6661,611,2028,51047,1859,32185,379,3534,0,.61,2
8858,3,7,21,1332,2999,1768,63702,2557,34440,482,158,404,.41,20
8859,1,2,3,4830,854,499,5074,405,66215,966,1877,21,.59,4
8861,2,3,6,5770,723,1300,14143,594,67855,594,2716,23,.57,3
8863,1,2,5,6054,470,2722,22741,614,100758,1357,2060,18,.46,1
8865,3,7,21,2218,2612,576,30210,1096,48175,608,588,449,.53,7
8866,2,3,9,7045,481,2496,34492,1283,73288,750,3363,0,.62,2
8867,4,10,26,1260,588,665,5712,247,12198,112,0,0,.38,1
8868,4,10,26,2742,98,2813,20056,680,16605,185,192,18,.53,1
8869,3,7,21,1268,3452,2300,49918,2475,56170,718,125,683,.43,15
8870,2,4,11,6729,558,1320,34349,1194,105473,1739,3450,18,.6,0
8871,2,4,11,5326,1035,3709,65207,1579,115518,1233,2189,39,.53,6
8872,2,4,12,4953,1026,4236,75279,1513,15273,396,2111,0,.54,6
8873,4,10,26,2384,2020,1520,34669,1293,39360,323,306,185,.42,0
8874,3,5,16,3338,1744,5772,63463,1630,66215,876,1314,0,.43,6
8876,3,5,16,3453,1683,3116,52125,1527,79335,987,1396,0,.44,6
8878,4,8,22,6059,396,900,15879,535,79233,682,2191,0,.59,1
8879,3,5,17,550,3727,1581,33789,1244,27470,543,32,245,.36,28
8881,2,4,11,5251,1057,2356,118345,3227,36798,496,2353,31,.57,3
8883,1,2,3,6887,293,2704,25160,988,61295,837,3225,7,.57,1
8884,2,4,10,9326,369,309,18244,501,6253,51,5511,16,.69,1
8885,2,4,10,7928,474,3665,37815,1200,107625,920,4321,0,.57,1
8886,2,4,10,7229,443,727,40951,1440,42128,419,3762,42,.55,2
8887,3,5,13,3772,1556,484,7213,351,24190,322,1333,48,.48,6
8888,1,2,3,4689,1048,1071,35256,1773,37720,746,1929,36,.53,5
8889,2,3,9,7251,390,4602,43653,1250,133968,1397,3970,0,.6,2
8890,3,6,19,3813,1266,3892,58158,1589,132533,1532,1267,26,.44,8
8892,4,8,22,5966,459,4140,31831,896,146780,1056,2671,0,.62,0
8893,4,10,26,793,1945,5346,69011,2942,49918,470,13,59,.32,0
8894,4,10,26,2883,83,2478,11956,499,8508,99,134,29,.53,1
8895,2,3,8,6490,419,2343,55169,2018,102500,1436,3373,0,.56,1
8896,4,10,27,5278,181,2280,52357,1247,79233,1073,1585,0,.62,1
8898,4,10,26,752,1767,1548,8970,323,19578,211,24,68,.33,2
8900,3,7,21,2256,2642,2208,45096,1637,50738,652,548,500,.51,7
8901,2,4,11,5252,1056,4888,40323,955,50430,626,2131,29,.54,5
8904,1,2,3,4933,971,2073,29957,1937,112443,1767,2343,1,.59,5
8907,4,10,26,1165,1169,1085,22390,838,49303,359,0,44,.36,1
8908,1,1,2,6068,515,1415,20598,1038,56068,592,2714,2,.51,3
8911,2,3,6,6710,380,1974,26876,947,87433,918,3411,6,.58,2
8912,4,10,26,833,1402,968,13655,590,34850,285,31,20,.39,1
8913,4,10,26,2249,1549,1755,25119,880,34543,370,365,105,.51,0
8914,3,7,21,2299,2554,2269,52838,2706,38438,513,667,527,.5,6
8915,2,3,7,5444,861,3712,48485,1381,125358,1474,2428,0,.5,3
8916,2,4,10,7821,494,4968,36249,1323,138478,1211,4545,0,.56,1
8919,3,5,13,3629,1468,1800,44721,1372,11480,245,1232,1,.51,9
8920,2,3,6,6282,660,3787,35730,1180,139093,1020,3066,0,.55,3
8921,4,9,24,1019,3879,2574,107662,3046,31160,617,73,1012,.44,0
8922,1,1,2,5766,479,3042,24406,1512,106088,1536,2415,0,.52,4
8925,3,7,21,1498,3016,1972,75149,2727,2563,27,204,435,.42,18
8926,1,1,2,5780,631,1332,22492,1098,140835,2005,2653,24,.71,2
8928,3,7,20,3453,1982,1188,53152,1534,52378,652,1210,185,.6,4
8931,2,4,12,4870,1027,3752,29558,746,52993,808,2121,52,.44,6
8933,4,9,24,1015,4465,2009,24396,969,9430,270,60,1565,.48,0
8934,2,3,8,6982,361,4608,27808,904,180503,1883,3594,0,.61,1
8935,4,8,22,6240,257,1592,35164,1030,129970,1050,2650,4,.74,0
8936,2,4,10,9139,178,1674,11819,330,92250,899,5040,31,.6,0
8937,4,10,26,2468,353,1190,20980,843,55350,637,113,14,.48,0
8938,4,10,26,2517,187,636,6333,214,22755,238,120,0,.59,0
8939,4,10,26,1069,797,2356,19230,907,27983,300,2,41,.39,2
8942,4,10,26,3766,53,722,9448,323,22243,229,48,3,.52,1
8943,4,9,25,1896,3822,2006,59768,2216,52480,652,344,1006,.56,0
8944,2,4,12,4683,1206,4921,43878,1007,114698,1334,2071,6,.54,4
8948,1,2,3,4726,887,599,10192,513,12198,178,1836,2,.62,4
8949,2,4,11,4532,1264,1716,34615,990,126178,1331,2030,71,.54,6
8952,4,10,26,2738,161,1755,24969,1374,30853,313,71,14,.54,0
8953,4,10,26,2732,2079,4484,44680,2646,43563,443,459,254,.47,0
8955,1,2,3,4463,1099,2318,23004,1157,7175,104,1819,27,.58,4
8956,4,9,25,1892,3785,4158,41176,1741,52173,648,250,1219,.55,0
8957,2,4,10,8006,351,4464,66056,1735,74723,676,4544,27,.58,1
8959,3,5,13,3690,1443,5074,44400,1416,49815,698,1219,32,.5,8
8960,2,4,10,7346,525,799,25355,742,9635,93,4059,0,.59,1
8962,4,10,26,1130,1955,4376,28644,1332,42435,394,68,71,.46,0
8964,1,1,2,6505,400,6000,52760,2176,251945,3200,2892,0,.52,4
8967,2,3,8,6085,611,1250,10843,469,112135,1275,2995,2,.56,3
8968,1,1,2,6383,522,3264,40169,1348,104345,1561,3089,0,.55,2
8970,4,10,26,2663,184,784,10721,418,37720,391,134,0,.48,1
8971,3,5,15,3067,1709,3600,51723,1747,77490,748,860,50,.45,7
8972,2,3,8,6466,480,2965,11980,493,154673,1623,3193,0,.56,3
8974,2,3,7,6291,587,2750,23352,790,92455,1001,2942,12,.62,2
8975,2,3,6,5592,726,2200,9131,338,59860,524,2513,0,.56,5
8979,1,2,3,6225,452,3810,39538,1951,123103,1796,2979,0,.55,4
8980,4,10,27,6498,226,962,34929,892,52788,759,2905,0,.62,1
8981,1,1,2,5850,516,1886,19401,930,23883,454,2560,20,.66,3
8982,2,3,7,5249,890,3909,25798,941,106703,1211,2043,0,.5,5
8984,3,7,21,2454,2337,2360,44629,1620,35875,479,446,560,.49,7
8985,2,4,12,5160,954,1280,26481,945,83435,931,2153,55,.51,5
8986,2,4,11,6296,882,2496,17073,494,47048,563,3266,0,.59,2
8988,3,5,15,3045,1720,1209,17739,627,43050,724,853,57,.46,7
8990,4,10,26,1067,1077,1945,32530,1327,51968,478,0,0,.39,1
8991,2,4,12,4960,1082,4852,39245,883,79130,1039,2114,6,.47,6
8992,3,7,21,2293,2600,1344,38914,1412,44998,585,615,515,.53,6
8994,1,2,3,6661,363,3243,14893,720,77900,1140,3325,0,.68,2
8995,4,10,27,5154,298,1520,30411,788,56990,808,1536,15,.54,0
8996,4,10,27,5057,136,1920,99334,2496,43358,634,1307,0,.63,0
8999,3,6,19,3307,1887,961,20878,603,31570,406,1028,142,.45,11
9002,3,6,18,3925,1329,800,33819,954,41205,425,1367,21,.44,7
9003,4,10,26,1751,1438,2557,24164,959,19783,235,117,34,.42,0
9004,4,10,26,1312,1977,832,18872,557,25318,228,77,122,.42,0
9005,4,10,26,1981,2502,1480,20656,594,46023,401,214,465,.41,0
9012,4,8,22,6753,265,972,29930,646,84973,730,3022,3,.6,0
9013,4,10,26,1248,600,720,16913,731,9533,116,0,0,.38,2
9014,4,10,27,4766,373,2536,25999,740,100348,1403,1475,16,.58,1
9016,3,7,21,4462,1175,1450,42684,990,88048,807,1413,82,.68,1
9017,4,10,27,5913,753,1732,46748,978,53608,748,2784,48,.61,1
9018,2,4,11,5010,1073,713,31165,944,48483,526,2258,38,.52,5
9019,3,7,21,1262,3465,3306,78278,3323,47048,625,132,674,.4,14
9020,2,3,8,6618,439,660,8939,379,92353,1119,3193,7,.61,1
9021,3,7,21,2237,2456,1200,42015,1354,87330,980,551,403,.54,6
9022,4,8,22,6091,428,2128,14208,448,49098,446,2551,16,.62,0
9023,2,4,12,5011,1059,2050,43418,1203,74415,959,2151,87,.48,6
9024,2,4,10,8057,449,4263,30152,1051,172713,1502,4487,0,.57,1
9027,2,3,8,6169,570,1620,23458,932,101168,1159,2964,24,.56,2
9029,2,4,10,6382,577,3147,25198,957,88765,937,3305,27,.55,4
9030,4,9,25,2009,3609,1590,34386,1321,60168,773,293,1230,.53,1
9031,2,4,11,4537,1375,4934,43834,1193,84973,941,2040,120,.62,4
9032,1,2,3,6603,384,1596,20318,908,51968,782,3152,2,.68,2
9033,3,7,21,2421,2311,2503,72996,2725,31673,334,542,280,.51,8
9034,4,10,26,1143,1191,1413,11004,304,3588,93,0,0,.38,3
9036,1,2,3,6638,437,2197,35642,1461,87125,1088,3271,8,.54,3
9037,4,10,26,2766,167,2262,23263,1208,75440,860,151,0,.52,0
9038,3,7,21,1537,2939,1794,73140,2197,2563,27,198,425,.42,18
9042,1,2,3,5267,808,3397,54630,2623,80975,1182,2225,0,.5,4
9045,4,10,26,3720,71,1983,21574,1099,50942,541,90,0,.54,0
9047,4,10,26,1125,1209,691,23065,843,19270,227,13,33,.41,3
9050,3,5,13,3675,1449,4274,78544,2482,67753,876,1250,3,.51,10
9053,2,4,12,5062,983,3108,35942,877,78822,1045,2100,62,.45,6
9054,3,6,19,3374,1611,1431,39937,1188,44998,530,981,58,.43,10
9056,4,10,26,2806,124,621,9711,269,10763,99,73,37,.53,1
9057,4,10,26,1235,772,1953,10625,405,59245,702,0,0,.39,0
9058,3,5,14,4817,884,4956,26081,327,94505,1351,1812,49,.42,4
9059,1,2,3,6583,360,2942,38003,1087,73390,954,3250,0,.58,2
9060,1,2,4,5667,535,6570,51241,2662,81078,1299,2426,32,.55,3
9061,4,10,26,1943,2551,1404,16391,405,48380,417,203,386,.43,1
9063,2,4,12,4727,1347,4037,27078,656,76670,915,2077,98,.52,6
9064,1,2,3,4581,1061,755,5439,514,52173,762,1798,35,.61,4
9065,4,10,26,2200,1582,2388,22512,653,67343,823,267,53,.52,1
9068,3,5,15,2801,1856,976,19271,392,42743,551,715,108,.46,8
9069,4,10,27,5727,192,2300,27654,778,44793,679,1872,34,.56,1
9074,4,10,27,4767,373,2266,27699,783,96043,1306,1985,0,.58,1
9075,4,10,26,1140,1194,1984,16169,484,28085,302,0,42,.37,1
9076,1,2,3,5713,734,1374,11413,574,173225,2544,2630,18,.56,3
9077,1,1,2,6194,473,1222,24276,999,140835,1903,2724,2,.54,4
9083,4,8,22,5852,502,616,4289,199,64780,556,2652,0,.59,0
9084,4,10,26,1375,1964,496,28685,1239,21833,201,126,164,.45,0
9085,2,4,12,4961,999,3192,51296,1096,2563,31,2121,49,.46,6
9086,4,10,26,1123,648,1808,10093,381,35671,388,13,40,.39,1
9087,3,6,18,1958,2445,1666,62637,2285,30238,390,373,266,.36,14
9088,3,7,21,4397,1198,2496,55305,1242,72468,771,1438,75,.69,0
9089,4,10,26,1680,2064,2040,16545,379,57400,528,84,203,.43,0
9092,1,2,3,5388,581,1972,47113,2902,56273,821,2214,2,.54,4
9093,3,5,17,1852,2480,1341,29855,1225,31263,521,350,161,.35,16
9095,3,7,21,2343,2464,1338,66067,2398,20808,227,590,399,.53,7
9096,3,6,18,1603,2688,2688,100569,3409,44998,973,269,270,.4,19
9098,2,3,7,5687,658,905,26955,900,47560,630,2377,0,.55,2
9099,4,10,26,2828,995,2030,20639,815,65190,638,414,0,.53,0
9100,4,10,26,1715,1469,1392,53241,2011,93993,702,80,22,.38,0
9104,1,1,2,6650,395,1960,20595,975,67035,947,2914,0,.52,4
9105,4,8,23,5919,748,2532,29811,828,87125,756,2585,23,.55,0
9107,1,1,2,6615,417,1181,13706,258,54223,785,3020,26,.49,2
9109,4,10,26,861,1343,1357,14665,549,27163,284,12,17,.34,0
9111,2,4,10,8287,524,8387,93850,2811,297148,2308,4600,15,.58,1
9112,4,9,25,2244,3414,2080,35788,1357,79643,910,376,981,.55,0
9113,4,10,26,2485,1863,1263,9455,320,30033,321,329,81,.47,0
9114,1,1,1,7140,413,650,8148,391,51865,776,3073,16,.49,2
9115,3,7,21,2173,2582,1444,36061,1309,52993,645,449,429,.48,5
9116,4,8,23,7820,447,2450,36389,834,56888,480,3726,0,.67,1
9117,4,10,26,1414,1250,247,14863,642,6663,142,81,27,.42,0
9118,4,10,26,1087,1247,1184,21796,990,72263,665,0,42,.4,3
9119,1,2,3,5444,632,2232,41555,2570,148830,2172,2192,0,.53,5
9121,1,2,3,4620,1049,2005,22001,1616,78310,1340,1724,16,.56,4
9123,2,3,7,5190,1109,3134,41800,1403,163078,1582,2356,0,.51,3
9124,2,3,7,5559,659,3020,31472,1145,141040,1459,2630,0,.61,2
9126,2,4,11,6006,835,3380,15695,994,121565,1291,3118,0,.56,3
9129,2,3,9,7886,374,1288,20991,581,70008,770,4327,9,.57,1
9130,2,3,6,6359,579,13776,248138,8055,154673,1354,3093,22,.59,2
9131,3,5,15,3616,1287,3712,45250,1551,84255,940,1128,29,.38,6
9133,4,10,27,5053,240,1575,7196,260,37720,529,1886,13,.57,0
9134,4,8,23,5704,1149,3741,38986,1126,61295,539,2468,140,.57,0
9136,1,2,3,6537,460,3840,12528,648,65600,893,3217,32,.54,2
9141,2,3,6,6242,669,4186,37471,1338,181425,1299,3037,0,.58,2
9142,2,3,9,7216,434,729,8970,466,8815,92,3897,0,.61,2
9143,3,5,13,3281,1716,2400,67694,2174,54633,740,1128,58,.48,9
9145,4,10,26,3709,1292,929,21516,840,20808,216,58,83,.42,1
9146,2,4,12,4107,1559,3264,39572,933,58835,877,1772,87,.53,5
9147,3,5,17,1193,2779,4836,62211,2794,22550,407,175,118,.37,18
9148,3,5,13,3564,1495,3600,61402,1959,57503,772,1263,0,.5,9
9152,1,2,5,5059,861,4039,41800,1415,71853,1069,2475,0,.49,3
9153,1,1,2,6771,366,1204,45025,2310,125255,1905,3358,6,.49,3
9154,4,9,25,4014,1352,1125,9485,281,71750,602,1384,74,.53,0
9155,1,1,1,5686,648,966,17674,1273,61193,1002,2334,31,.58,5
9157,4,10,26,2179,701,2098,20871,902,51148,470,145,26,.47,0
9158,2,3,8,6016,639,1200,19571,666,47970,528,2947,28,.59,2
9159,3,7,21,1589,2887,2137,33383,940,42230,424,223,550,.36,14
9161,3,6,18,2253,2159,2816,35529,852,44383,785,542,98,.38,13
9162,4,10,26,2513,274,4928,3476,192,85997,969,403,5,.54,0
9167,2,4,10,7463,678,1004,17050,630,94198,826,4290,16,.63,0
9168,4,10,26,2429,377,840,18394,795,20808,191,155,0,.46,0
9169,3,5,15,3120,1680,1384,46973,1424,32800,374,836,57,.47,9
9170,3,7,21,2500,2441,4615,155133,4681,213713,2435,678,440,.52,6
9171,4,10,26,779,1473,2900,16432,462,47150,363,0,45,.41,0
9172,1,2,3,5555,603,2635,31001,1600,100860,1472,2464,69,.5,3
9175,4,10,26,2488,652,1080,16715,457,10763,99,156,21,.48,1
9176,4,10,26,2658,2134,900,13767,439,39258,429,495,264,.45,0
9178,4,10,26,892,3381,8040,149234,5835,74620,686,0,1764,.45,0
9179,4,10,26,2211,680,2250,21605,839,56375,616,145,0,.49,0
9180,2,4,11,4723,1332,1960,52108,1514,109060,1155,1918,124,.64,2
9181,3,5,17,183,4365,704,25921,952,5023,100,16,538,.39,26
9183,2,4,12,4678,1198,3480,116025,2686,65088,924,2030,16,.45,6
9184,3,7,21,1365,2932,3965,39583,1507,54735,666,133,405,.41,19
9186,4,10,27,4415,600,1473,13054,458,33005,434,1181,9,.5,0
9187,3,5,15,3185,1272,2912,43237,1638,98810,1277,913,16,.4,7
9188,4,10,26,1604,1831,362,5896,166,31263,266,122,148,.4,0
9189,3,5,15,3569,1359,2709,42391,1095,56785,567,835,97,.4,7
9190,2,4,12,4955,1026,5814,36785,936,55248,830,2064,23,.48,6
9191,4,10,26,1628,444,1510,18602,578,35158,338,8,0,.45,0
9194,2,3,6,6403,631,1350,34256,1232,100963,790,3153,10,.54,3
9196,1,2,3,6754,378,1496,22635,1139,89585,1307,3051,22,.56,1
9197,4,10,26,786,1953,3884,20759,771,38950,365,0,85,.33,0
9198,2,3,6,6955,453,1290,25307,944,132738,982,3105,33,.6,2
9200,3,5,17,437,3791,6997,181815,6747,33415,659,43,333,.4,23
9201,3,5,14,4015,1722,602,4367,193,14555,268,1623,87,.52,7
9202,3,5,16,4353,1002,3335,37682,1203,66728,871,1502,0,.37,5
9203,2,4,10,6550,587,1153,15436,700,65703,588,2973,5,.67,1
9204,4,8,23,5840,1114,3749,52467,1479,104960,895,2429,127,.56,1
9205,3,7,21,2405,2534,4876,100149,3634,230215,2610,660,458,.53,6
9207,4,9,24,1057,4367,1312,41514,1430,20808,358,86,1396,.46,0
9208,2,4,12,4603,1231,1543,40019,1015,38745,697,1884,78,.48,6
9209,4,10,26,1126,1208,975,22216,1060,53300,519,32,5,.38,3
9211,3,7,21,2299,2499,1296,42121,1529,38438,507,581,424,.53,8
9212,2,4,10,6678,581,4475,65425,1508,58835,580,3486,26,.58,3
9214,1,2,3,6697,424,3250,23440,1039,154160,1695,3277,0,.55,2
9215,3,5,15,3178,1596,1517,34901,1150,44793,824,942,56,.41,7
9216,2,4,11,4566,1366,435,5176,232,34543,375,1870,84,.62,4
9218,1,2,5,5732,603,2777,33021,1319,73390,939,2585,8,.53,3
9220,4,9,24,1005,4495,2874,91680,3104,39360,710,74,1327,.46,0
9221,2,3,6,4176,1390,3108,53933,1786,96145,1521,1588,82,.48,8
9222,2,4,10,6739,499,2276,34390,1031,78720,706,3004,0,.67,1
9223,2,4,12,5480,865,700,18957,693,72160,888,2384,18,.52,5
9224,1,2,3,6687,337,3750,76320,2232,116953,1362,3138,0,.56,2
9225,2,3,6,6886,468,2777,41227,1472,100450,798,3503,2,.6,2
9227,2,3,6,6593,497,3166,45076,1489,111930,825,3153,22,.56,2
9228,3,7,20,1059,3828,1785,48358,1451,74620,961,103,455,.49,20
9230,3,5,15,3135,1671,4745,43817,1380,34850,449,858,0,.36,8
9231,1,2,3,4642,1063,1000,12249,991,4818,223,1923,19,.54,3
